id,name,email,course,grade,gpa,enrollment_date,department,year
11427,Alan Reynolds DDS,alanreynoldsdds@university.edu,Chemistry,C,1.4199999999999999289457264239899814128875732421875,2026-04-11,Engineering,4
11428,Bertram Moen,bertrammoen@university.edu,CS,C+,1.5700000000000000621724893790087662637233734130859375,2024-01-24,Arts,1
11429,Glinda Abernathy,glindaabernathy@university.edu,English,B,2.720000000000000195399252334027551114559173583984375,2023-02-27,Business,3
11430,Andreas Tromp,andreastromp@university.edu,Mathematics,C-,0.93000000000000004884981308350688777863979339599609375,2024-10-10,Medicine,4
11431,Sung Franecki,sungfranecki@university.edu,Biology,C+,0.560000000000000053290705182007513940334320068359375,2026-02-26,Arts,2
11432,Alison Hahn,alisonhahn@university.edu,Chemistry,B-,3.180000000000000159872115546022541821002960205078125,2023-04-01,Business,4
11433,Darlene Keeling MD,darlenekeelingmd@university.edu,CS,B,3.0099999999999997868371792719699442386627197265625,2024-06-19,Engineering,1
11434,Donnie Watsica,donniewatsica@university.edu,English,B-,2.189999999999999946709294817992486059665679931640625,2023-03-05,Engineering,2
11435,Geneva Buckridge Sr.,genevabuckridgesr.@university.edu,Chemistry,C,2.4199999999999999289457264239899814128875732421875,2023-08-02,Science,3
11436,Elenor Toy,elenortoy@university.edu,Economics,A,3.770000000000000017763568394002504646778106689453125,2024-10-08,Medicine,1
11437,Maricruz Beahan,maricruzbeahan@university.edu,CS,B,0.939999999999999946709294817992486059665679931640625,2026-08-26,Engineering,4
11438,Voncile Batz Sr.,voncilebatzsr.@university.edu,History,C-,0.84999999999999997779553950749686919152736663818359375,2024-07-28,Engineering,2
11439,Keely Beier,keelybeier@university.edu,Mathematics,A,0.75,2022-10-08,Medicine,1
11440,Theresa Larkin,theresalarkin@university.edu,Physics,D,1.0500000000000000444089209850062616169452667236328125,2026-09-11,Law,4
11441,Carlos Treutel,carlostreutel@university.edu,Chemistry,C-,0.520000000000000017763568394002504646778106689453125,2026-06-16,Arts,2
11442,Cedric Koch,cedrickoch@university.edu,CS,B,0.64000000000000001332267629550187848508358001708984375,2024-08-19,Science,4
11443,Ila Morar,ilamorar@university.edu,Economics,A-,3.350000000000000088817841970012523233890533447265625,2023-02-07,Arts,2
11444,Christoper Willms,christoperwillms@university.edu,CS,A-,0.340000000000000024424906541753443889319896697998046875,2026-02-07,Medicine,4
11445,Lester Rau,lesterrau@university.edu,Chemistry,C+,1.2800000000000000266453525910037569701671600341796875,2023-11-13,Business,3
11446,Eda Morar,edamorar@university.edu,Mathematics,C,1.479999999999999982236431605997495353221893310546875,2022-11-09,Law,1
11447,Ferne Hickle,fernehickle@university.edu,Mathematics,C,0.63000000000000000444089209850062616169452667236328125,2026-08-12,Arts,3
11448,Dr. Antone Conn,dr.antoneconn@university.edu,English,C-,2.899999999999999911182158029987476766109466552734375,2023-08-23,Arts,1
11449,Hanh Stanton,hanhstanton@university.edu,Biology,A,1.87000000000000010658141036401502788066864013671875,2026-06-16,Science,2
11450,Eloy Pfannerstill DVM,eloypfannerstilldvm@university.edu,History,B+,0.54000000000000003552713678800500929355621337890625,2022-11-05,Business,2
11451,Hanna Runte,hannarunte@university.edu,Mathematics,F,3.600000000000000088817841970012523233890533447265625,2023-12-10,Science,3
11452,Mauro Towne,maurotowne@university.edu,Economics,B,3.20999999999999996447286321199499070644378662109375,2023-11-15,Science,3
11453,Antonia Padberg Sr.,antoniapadbergsr.@university.edu,Economics,A+,3.839999999999999857891452847979962825775146484375,2026-08-14,Medicine,1
11454,Mr. Wilfred Botsford,mr.wilfredbotsford@university.edu,CS,D,3.729999999999999982236431605997495353221893310546875,2025-08-28,Arts,2
11455,Allan Parisian,allanparisian@university.edu,CS,D,3.910000000000000142108547152020037174224853515625,2025-06-20,Science,4
11456,Rodolfo Franecki Sr.,rodolfofraneckisr.@university.edu,Chemistry,C,3.410000000000000142108547152020037174224853515625,2025-06-04,Medicine,2
11457,Altagracia Waters,altagraciawaters@university.edu,Chemistry,B-,3.479999999999999982236431605997495353221893310546875,2024-07-16,Arts,3
11458,Denita Farrell,denitafarrell@university.edu,Physics,B-,2.29000000000000003552713678800500929355621337890625,2024-11-08,Medicine,2
11459,Rolland Wunsch,rollandwunsch@university.edu,CS,C-,0.0200000000000000004163336342344337026588618755340576171875,2025-09-23,Law,1
11460,Maryanne Block III,maryanneblockiii@university.edu,Chemistry,B+,1.600000000000000088817841970012523233890533447265625,2023-08-24,Medicine,4
11461,Tanisha Kulas,tanishakulas@university.edu,History,A,1.7600000000000000088817841970012523233890533447265625,2024-04-08,Engineering,4
11462,Ms. Maria Wisozk,ms.mariawisozk@university.edu,Chemistry,C+,3.75,2026-07-25,Law,2
11463,Karie Sporer,kariesporer@university.edu,CS,B+,0.689999999999999946709294817992486059665679931640625,2026-08-21,Law,3
11464,Pat Zulauf DDS,patzulaufdds@university.edu,Physics,F,0.84999999999999997779553950749686919152736663818359375,2023-06-05,Business,2
11465,Helene Sanford Sr.,helenesanfordsr.@university.edu,Mathematics,A-,3.020000000000000017763568394002504646778106689453125,2024-11-22,Science,4
11466,Miss Briana Senger,missbrianasenger@university.edu,Chemistry,A-,0.059999999999999997779553950749686919152736663818359375,2025-02-24,Arts,4
11467,Charline Windler,charlinewindler@university.edu,CS,A-,1.12000000000000010658141036401502788066864013671875,2026-02-19,Science,1
11468,Ernestine Hill,ernestinehill@university.edu,Mathematics,C+,2.4199999999999999289457264239899814128875732421875,2025-12-17,Business,4
11469,Aurelia Stroman,aureliastroman@university.edu,Mathematics,A+,0.340000000000000024424906541753443889319896697998046875,2024-04-09,Arts,3
11470,Jerrold Marquardt,jerroldmarquardt@university.edu,Economics,F,3.140000000000000124344978758017532527446746826171875,2023-05-14,Medicine,4
11471,Loris Lindgren,lorislindgren@university.edu,CS,B-,0.34999999999999997779553950749686919152736663818359375,2023-12-24,Science,2
11472,Pasquale Hintz II,pasqualehintzii@university.edu,Mathematics,B+,0.2099999999999999922284388276239042170345783233642578125,2025-01-30,Law,1
11473,Eldridge Simonis,eldridgesimonis@university.edu,Biology,D,1.7600000000000000088817841970012523233890533447265625,2023-10-06,Arts,3
11474,Major Aufderhar,majoraufderhar@university.edu,Economics,C,2.37000000000000010658141036401502788066864013671875,2025-10-10,Arts,1
11475,Marion Pagac,marionpagac@university.edu,History,A-,2.850000000000000088817841970012523233890533447265625,2024-08-26,Business,4
11476,Kathe Borer,katheborer@university.edu,CS,C,2.970000000000000195399252334027551114559173583984375,2025-04-03,Medicine,1
11477,Asha Fay,ashafay@university.edu,Economics,C+,2.720000000000000195399252334027551114559173583984375,2023-10-10,Engineering,3
11478,Chantelle Koepp,chantellekoepp@university.edu,Chemistry,A+,0.2399999999999999911182158029987476766109466552734375,2025-05-18,Law,2
11479,Tamar Block V,tamarblockv@university.edu,History,B,0.75,2025-06-17,Medicine,2
11480,Klara Jast,klarajast@university.edu,Economics,A,0.5500000000000000444089209850062616169452667236328125,2025-05-15,Medicine,2
11481,Michale Parisian,michaleparisian@university.edu,Biology,C-,1.4099999999999999200639422269887290894985198974609375,2025-06-29,Medicine,3
11482,Reginald Durgan,reginalddurgan@university.edu,Physics,F,2.390000000000000124344978758017532527446746826171875,2024-09-02,Law,1
11483,Mr. Hipolito Rath,mr.hipolitorath@university.edu,CS,B-,0.81999999999999995115018691649311222136020660400390625,2025-01-12,Engineering,3
11484,Silvana Hansen,silvanahansen@university.edu,Mathematics,D,3.319999999999999840127884453977458178997039794921875,2023-05-09,Business,3
11485,Kory Mann PhD,korymannphd@university.edu,English,D,3.600000000000000088817841970012523233890533447265625,2026-07-01,Law,2
11486,Enoch Dooley,enochdooley@university.edu,Chemistry,C+,2.37000000000000010658141036401502788066864013671875,2024-02-09,Business,1
11487,Teddy Kuhlman,teddykuhlman@university.edu,Biology,C-,3.29999999999999982236431605997495353221893310546875,2023-10-08,Business,4
11488,Andree Boyle IV,andreeboyleiv@university.edu,CS,B+,1.0800000000000000710542735760100185871124267578125,2026-05-06,Business,1
11489,Miss Deidre Dickens,missdeidredickens@university.edu,Mathematics,A+,3.529999999999999804600747665972448885440826416015625,2025-05-06,Engineering,4
11490,Ms. Kelsi Breitenberg,ms.kelsibreitenberg@university.edu,English,B-,0.7199999999999999733546474089962430298328399658203125,2024-09-02,Medicine,4
11491,Nga Dooley IV,ngadooleyiv@university.edu,History,B-,2.310000000000000053290705182007513940334320068359375,2025-08-22,Arts,1
11492,Alton Towne,altontowne@university.edu,Economics,C-,2.479999999999999982236431605997495353221893310546875,2024-12-24,Business,1
11493,Willetta Considine,willettaconsidine@university.edu,Biology,A,2.810000000000000053290705182007513940334320068359375,2023-02-10,Arts,2
11494,Otis Beier,otisbeier@university.edu,Chemistry,A+,3.12000000000000010658141036401502788066864013671875,2024-10-12,Science,4
11495,Josef Torphy,joseftorphy@university.edu,History,A-,2.060000000000000053290705182007513940334320068359375,2025-01-15,Medicine,1
11496,Erin Ankunding,erinankunding@university.edu,Chemistry,B-,3.45999999999999996447286321199499070644378662109375,2022-09-30,Medicine,2
11497,Irving Kerluke,irvingkerluke@university.edu,History,C,3.54000000000000003552713678800500929355621337890625,2026-05-28,Business,3
11498,Miss Laticia Nader,misslaticianader@university.edu,History,B,3.979999999999999982236431605997495353221893310546875,2023-12-21,Law,4
11499,Jackqueline Christiansen,jackquelinechristiansen@university.edu,CS,A-,0.270000000000000017763568394002504646778106689453125,2024-08-18,Engineering,1
11500,Napoleon Schimmel,napoleonschimmel@university.edu,Economics,D,2.5099999999999997868371792719699442386627197265625,2026-02-27,Law,4
11501,Porfirio Berge Jr.,porfiriobergejr.@university.edu,Physics,B+,3.220000000000000195399252334027551114559173583984375,2023-09-11,Arts,1
11502,Adelaida Williamson III,adelaidawilliamsoniii@university.edu,History,C+,2.189999999999999946709294817992486059665679931640625,2023-05-16,Arts,2
11503,Rico Herzog,ricoherzog@university.edu,English,D,0.60999999999999998667732370449812151491641998291015625,2026-07-25,Medicine,2
11504,Mrs. Kirby Dickinson,mrs.kirbydickinson@university.edu,Economics,C,0.440000000000000002220446049250313080847263336181640625,2023-01-04,Arts,3
11505,Timothy Vandervort,timothyvandervort@university.edu,Mathematics,C+,0.01000000000000000020816681711721685132943093776702880859375,2024-08-04,Arts,4
11506,Luigi Batz,luigibatz@university.edu,Biology,B+,0.93000000000000004884981308350688777863979339599609375,2026-02-22,Business,1
11507,Quinton Sauer,quintonsauer@university.edu,Physics,B+,3.04999999999999982236431605997495353221893310546875,2026-02-09,Arts,4
11508,Nichelle Prohaska,nichelleprohaska@university.edu,Mathematics,A-,0.0200000000000000004163336342344337026588618755340576171875,2022-11-10,Arts,3
11509,Ebonie Volkman,ebonievolkman@university.edu,Physics,D,0.2399999999999999911182158029987476766109466552734375,2023-01-09,Engineering,4
11510,Mr. Markus Crona,mr.markuscrona@university.edu,English,B,0.5100000000000000088817841970012523233890533447265625,2024-06-01,Engineering,3
11511,Josh Jakubowski,joshjakubowski@university.edu,Mathematics,D,2.70999999999999996447286321199499070644378662109375,2026-09-09,Law,4
11512,Emil Leuschke,emilleuschke@university.edu,Biology,D,2.109999999999999875655021241982467472553253173828125,2025-11-24,Science,1
11513,Bobbie Zboncak,bobbiezboncak@university.edu,Mathematics,B+,3.9199999999999999289457264239899814128875732421875,2023-01-11,Medicine,4
11514,Lashaun Muller,lashaunmuller@university.edu,English,D,1.6100000000000000976996261670137755572795867919921875,2025-05-20,Arts,2
11515,Dr. Nichol Bartell,dr.nicholbartell@university.edu,English,B+,2.520000000000000017763568394002504646778106689453125,2025-05-29,Engineering,1
11516,Clarinda Davis,clarindadavis@university.edu,CS,B-,2.109999999999999875655021241982467472553253173828125,2025-08-11,Law,1
11517,Holli Watsica,holliwatsica@university.edu,Chemistry,B-,2.680000000000000159872115546022541821002960205078125,2023-09-20,Science,3
11518,Geraldo Kling,geraldokling@university.edu,CS,D,1.439999999999999946709294817992486059665679931640625,2025-07-31,Business,2
11519,Marchelle Abbott,marchelleabbott@university.edu,CS,C+,3.410000000000000142108547152020037174224853515625,2026-05-31,Medicine,1
11520,Shawn VonRueden,shawnvonrueden@university.edu,Mathematics,A,1.1399999999999999023003738329862244427204132080078125,2025-12-22,Science,3
11521,Blanca Swaniawski DVM,blancaswaniawskidvm@university.edu,Physics,B+,2.689999999999999946709294817992486059665679931640625,2022-12-17,Arts,3
11522,Martin Zboncak,martinzboncak@university.edu,Biology,B-,0.60999999999999998667732370449812151491641998291015625,2025-08-22,Arts,2
11523,Evelyne Feil,evelynefeil@university.edu,English,A-,1.8899999999999999023003738329862244427204132080078125,2024-09-25,Engineering,3
11524,Chara Koch,charakoch@university.edu,Mathematics,F,0.91000000000000003108624468950438313186168670654296875,2025-09-15,Science,4
11525,Mr. Rodrigo Hodkiewicz,mr.rodrigohodkiewicz@university.edu,Chemistry,A-,2.890000000000000124344978758017532527446746826171875,2024-02-21,Law,2
11526,Taisha Kris,taishakris@university.edu,English,C+,0.70999999999999996447286321199499070644378662109375,2023-01-05,Medicine,3
11527,Judson Boyer V,judsonboyerv@university.edu,Biology,F,0.7199999999999999733546474089962430298328399658203125,2025-12-26,Law,1
11528,Jake Stokes,jakestokes@university.edu,Mathematics,D,2.339999999999999857891452847979962825775146484375,2026-04-08,Law,3
11529,Fabian Hagenes,fabianhagenes@university.edu,History,C,2.720000000000000195399252334027551114559173583984375,2026-09-10,Medicine,1
11530,Eugene Bins,eugenebins@university.edu,Economics,B-,3.9199999999999999289457264239899814128875732421875,2024-06-15,Business,2
11531,Lynn Vandervort,lynnvandervort@university.edu,Mathematics,C+,0.770000000000000017763568394002504646778106689453125,2024-02-15,Law,3
11532,Meryl Kilback,merylkilback@university.edu,History,A+,0.64000000000000001332267629550187848508358001708984375,2023-08-06,Engineering,4
11533,Hattie Hegmann,hattiehegmann@university.edu,CS,D,1.70999999999999996447286321199499070644378662109375,2025-07-16,Science,3
11534,Verena Lueilwitz,verenalueilwitz@university.edu,Economics,C,3.4900000000000002131628207280300557613372802734375,2023-11-23,Engineering,4
11535,Abel Dach,abeldach@university.edu,Mathematics,C-,1.12999999999999989341858963598497211933135986328125,2024-01-20,Science,2
11536,Mrs. Billie Okuneva,mrs.billieokuneva@university.edu,Chemistry,A+,2.100000000000000088817841970012523233890533447265625,2026-07-30,Business,3
11537,Rita Nitzsche,ritanitzsche@university.edu,Economics,C+,3.569999999999999840127884453977458178997039794921875,2026-03-06,Law,4
11538,Sherie Hegmann,sheriehegmann@university.edu,Economics,F,2.45000000000000017763568394002504646778106689453125,2026-04-16,Engineering,3
11539,Twana Crona,twanacrona@university.edu,CS,C-,0.460000000000000019984014443252817727625370025634765625,2025-04-30,Business,3
11540,Arlie Howell DDS,arliehowelldds@university.edu,Chemistry,A+,1.9899999999999999911182158029987476766109466552734375,2023-06-11,Science,2
11541,Jarrett Senger,jarrettsenger@university.edu,English,A+,0.729999999999999982236431605997495353221893310546875,2023-02-04,Arts,3
11542,Dr. Kristopher Witting,dr.kristopherwitting@university.edu,CS,F,2.4199999999999999289457264239899814128875732421875,2022-12-26,Business,3
11543,Ms. Leon DuBuque,ms.leondubuque@university.edu,History,A,3.4900000000000002131628207280300557613372802734375,2024-12-19,Engineering,4
